column,count,missing,mean,std,min,max
latitude,249001,0,30.082576296725712,1.4960967323423335,27.508364,32.698805
longitude,249001,0,75.83105335497447,1.2395014070811172,73.70113,77.996609
depth_top_cm,249001,0,60.0,0.0,60.0,60.0
depth_bottom_cm,249001,0,100.0,0.0,100.0,100.0
ph_h2o,249001,0,7.707236918727233,0.7492755206584859,5.5,9.6
organic_carbon_g_kg,249001,0,5.8998947795390375,5.773811733082532,1.5,59.6
total_nitrogen_g_kg,249001,0,0.7189499640563692,0.45150981521879624,0.26,4.74
sand_pct,249001,0,40.51633808699564,9.118831382604464,6.2,87.0
silt_pct,249001,0,31.979100083935403,6.661624012806597,5.0,68.3
clay_pct,249001,0,27.50446584551869,4.693478430767545,7.2,58.5
bulk_density_g_cm3,249001,0,1.4747488965907771,0.09077441222458851,1.01,1.73
cec_cmol_kg,249001,0,16.52203685928972,4.167120380656327,5.4,42.5
coarse_fragments_vol_pct,249001,0,12.81630354898173,7.798936126269912,0.5,45.3
