year,state,crop,loss_type,stage,loss_percentage,source_pdf_page,source_table,source_row
2022,Haryana,Wheat,Farm Operations,Total loss in farm operations,3.64,272,2,34
2022,Haryana,Wheat,Market Operations,Godown,0.001,272,2,34
2022,Haryana,Wheat,Market Operations,Wholesalers,0.21,272,2,34
2022,Haryana,Wheat,Market Operations,Retailers,0.14,272,2,34
2022,Haryana,Wheat,Market Operations,Processing unit,0.38,272,2,34
2022,Haryana,Wheat,Market Operations,Transport,0.004,272,2,34
2022,Haryana,Wheat,Market Operations,Total loss in market operations,0.73,272,2,34
2022,Haryana,Wheat,Total,Overall total loss,4.37,272,2,34
2022,Himachal Pradesh,Capsicum,Farm Operations,Harvesting,1.64,273,1,10
2022,Himachal Pradesh,Capsicum,Farm Operations,Collection,0.07,273,1,10
2022,Himachal Pradesh,Capsicum,Farm Operations,Sorting/Grading,0.74,273,1,10
2022,Himachal Pradesh,Capsicum,Farm Operations,Packaging,0.11,273,1,10
2022,Himachal Pradesh,Capsicum,Farm Operations,Farm level storage,0.005,273,1,10
2022,Himachal Pradesh,Capsicum,Farm Operations,Transport,0.58,273,1,10
2022,Himachal Pradesh,Capsicum,Farm Operations,Total loss in farm operations,3.14,273,1,10
2022,Himachal Pradesh,Capsicum,Market Operations,Wholesalers,1.0,273,1,10
2022,Himachal Pradesh,Capsicum,Market Operations,Retailers,0.61,273,1,10
2022,Himachal Pradesh,Capsicum,Market Operations,Transport,1.0,273,1,10
2022,Himachal Pradesh,Capsicum,Market Operations,Total loss in market operations,2.61,273,1,10
2022,Himachal Pradesh,Capsicum,Total,Overall total loss,5.74,273,1,10
2022,Himachal Pradesh,Mushroom,Farm Operations,Harvesting,0.82,273,1,15
2022,Himachal Pradesh,Mushroom,Farm Operations,Collection,0.09,273,1,15
2022,Himachal Pradesh,Mushroom,Farm Operations,Sorting/Grading,3.36,273,1,15
2022,Himachal Pradesh,Mushroom,Farm Operations,Trimming,0.39,273,1,15
2022,Himachal Pradesh,Mushroom,Farm Operations,Winnowing/Cleaning,0.08,273,1,15
2022,Himachal Pradesh,Mushroom,Farm Operations,Packaging,0.03,273,1,15
2022,Himachal Pradesh,Mushroom,Farm Operations,Farm level storage,0.1,273,1,15
2022,Himachal Pradesh,Mushroom,Farm Operations,Transport,0.11,273,1,15
2022,Himachal Pradesh,Mushroom,Farm Operations,Total loss in farm operations,4.98,273,1,15
2022,Himachal Pradesh,Mushroom,Market Operations,Wholesalers,0.36,273,1,15
2022,Himachal Pradesh,Mushroom,Market Operations,Retailers,0.26,273,1,15
2022,Himachal Pradesh,Mushroom,Market Operations,Transport,0.4,273,1,15
2022,Himachal Pradesh,Mushroom,Market Operations,Total loss in market operations,1.02,273,1,15
2022,Himachal Pradesh,Mushroom,Total,Overall total loss,6.01,273,1,15
2022,Himachal Pradesh,Maize,Farm Operations,Harvesting,0.53,273,1,20
2022,Himachal Pradesh,Maize,Farm Operations,Collection,0.07,273,1,20
2022,Himachal Pradesh,Maize,Farm Operations,Threshing,1.05,273,1,20
2022,Himachal Pradesh,Maize,Farm Operations,Winnowing/Cleaning,0.12,273,1,20
2022,Himachal Pradesh,Maize,Farm Operations,Drying,0.04,273,1,20
2022,Himachal Pradesh,Maize,Farm Operations,Packaging,0.05,273,1,20
2022,Himachal Pradesh,Maize,Farm Operations,Farm level storage,0.04,273,1,20
2022,Himachal Pradesh,Maize,Farm Operations,Transport,0.04,273,1,20
2022,Himachal Pradesh,Maize,Farm Operations,Total loss in farm operations,1.94,273,1,20
2022,Himachal Pradesh,Maize,Market Operations,Godown,0.001,273,1,20
2022,Himachal Pradesh,Maize,Market Operations,Wholesalers,0.05,273,1,20
2022,Himachal Pradesh,Maize,Market Operations,Retailers,0.05,273,1,20
2022,Himachal Pradesh,Maize,Market Operations,Processing unit,0.06,273,1,20
2022,Himachal Pradesh,Maize,Market Operations,Transport,0.18,273,1,20
2022,Himachal Pradesh,Maize,Market Operations,Total loss in market operations,0.33,273,1,20
2022,Karnataka,Beans,Farm Operations,Harvesting,1.78,274,1,7
2022,Karnataka,Beans,Farm Operations,Collection,0.58,274,1,7
2022,Karnataka,Beans,Farm Operations,Sorting/Grading,1.34,274,1,7
2022,Karnataka,Beans,Farm Operations,Packaging,0.35,274,1,7
2022,Karnataka,Beans,Farm Operations,Farm level storage,0.14,274,1,7
2022,Karnataka,Beans,Farm Operations,Transport,0.24,274,1,7
2022,Karnataka,Beans,Farm Operations,Total loss in farm operations,4.42,274,1,7
2022,Karnataka,Beans,Market Operations,Godown,0.13,274,1,7
2022,Karnataka,Beans,Market Operations,Wholesalers,0.4,274,1,7
2022,Karnataka,Beans,Market Operations,Retailers,0.91,274,1,7
2022,Karnataka,Beans,Market Operations,Transport,1.48,274,1,7
2022,Karnataka,Beans,Market Operations,Total loss in market operations,2.91,274,1,7
2022,Karnataka,Beans,Total,Overall total loss,7.33,274,1,7
2022,Karnataka,Capsicum,Farm Operations,Harvesting,1.24,274,1,12
2022,Karnataka,Capsicum,Farm Operations,Collection,0.3,274,1,12
2022,Karnataka,Capsicum,Farm Operations,Sorting/Grading,0.87,274,1,12
2022,Karnataka,Capsicum,Farm Operations,Packaging,0.37,274,1,12
2022,Karnataka,Capsicum,Farm Operations,Farm level storage,0.006,274,1,12
2022,Karnataka,Capsicum,Farm Operations,Transport,0.28,274,1,12
2022,Karnataka,Capsicum,Farm Operations,Total loss in farm operations,3.06,274,1,12
2022,Karnataka,Capsicum,Market Operations,Wholesalers,1.15,274,1,12
2022,Karnataka,Capsicum,Market Operations,Retailers,0.73,274,1,12
2022,Karnataka,Capsicum,Market Operations,Transport,0.8,274,1,12
2022,Karnataka,Capsicum,Market Operations,Total loss in market operations,2.68,274,1,12
2022,Karnataka,Capsicum,Total,Overall total loss,5.75,274,1,12
2022,Karnataka,Coconut,Farm Operations,Harvesting,1.29,274,1,17
2022,Karnataka,Coconut,Farm Operations,Collection,0.21,274,1,17
2022,Karnataka,Coconut,Farm Operations,Drying,0.36,274,1,17
2022,Karnataka,Coconut,Farm Operations,Packaging,0.18,274,1,17
2022,Karnataka,Coconut,Farm Operations,Farm level storage,0.6,274,1,17
2022,Karnataka,Coconut,Farm Operations,Transport,0.08,274,1,17
2022,Karnataka,Coconut,Farm Operations,Total loss in farm operations,3.07,274,1,17
2022,Karnataka,Coconut,Market Operations,Godown,0.04,274,1,17
2022,Karnataka,Coconut,Market Operations,Wholesalers,0.01,274,1,17
2022,Karnataka,Coconut,Market Operations,Retailers,0.07,274,1,17
2022,Karnataka,Coconut,Market Operations,Processing unit,0.13,274,1,17
2022,Karnataka,Coconut,Market Operations,Transport,0.41,274,1,17
2022,Karnataka,Coconut,Market Operations,Total loss in market operations,0.65,274,1,17
2022,Karnataka,Coconut,Total,Overall total loss,3.72,274,1,17
2022,Karnataka,Grapes,Farm Operations,Harvesting,1.8,274,1,22
2022,Karnataka,Grapes,Farm Operations,Collection,0.34,274,1,22
2022,Karnataka,Grapes,Farm Operations,Sorting/Grading,2.45,274,1,22
2022,Karnataka,Grapes,Farm Operations,Packaging,0.12,274,1,22
2022,Karnataka,Grapes,Farm Operations,Farm level storage,0.38,274,1,22
2022,Karnataka,Grapes,Farm Operations,Transport,0.65,274,1,22
2022,Karnataka,Grapes,Farm Operations,Total loss in farm operations,5.75,274,1,22
2022,Karnataka,Grapes,Market Operations,Godown,0.01,274,1,22
2022,Karnataka,Grapes,Market Operations,Wholesalers,0.55,274,1,22
2022,Karnataka,Grapes,Market Operations,Retailers,0.99,274,1,22
2022,Karnataka,Grapes,Market Operations,Processing unit,0.09,274,1,22
2022,Karnataka,Grapes,Market Operations,Transport,0.63,274,1,22
2022,Karnataka,Grapes,Market Operations,Total loss in market operations,2.28,274,1,22
2022,Karnataka,Grapes,Total,Overall total loss,8.02,274,1,22
2022,Karnataka,Maize,Farm Operations,Harvesting,0.47,274,1,27
2022,Karnataka,Maize,Farm Operations,Collection,0.06,274,1,27
2022,Karnataka,Maize,Farm Operations,Threshing,0.72,274,1,27
2022,Karnataka,Maize,Farm Operations,Drying,0.1,274,1,27
2022,Karnataka,Maize,Farm Operations,Packaging,0.02,274,1,27
2022,Karnataka,Maize,Farm Operations,Farm level storage,0.18,274,1,27
2022,Karnataka,Maize,Farm Operations,Transport,0.03,274,1,27
2022,Karnataka,Maize,Farm Operations,Total loss in farm operations,1.64,274,1,27
2022,Karnataka,Maize,Market Operations,Godown,0.003,274,1,27
2022,Karnataka,Maize,Market Operations,Wholesalers,0.23,274,1,27
2022,Karnataka,Maize,Market Operations,Retailers,1.88,274,1,27
2022,Karnataka,Maize,Market Operations,Processing unit,0.32,274,1,27
2022,Karnataka,Maize,Market Operations,Transport,0.32,274,1,27
2022,Karnataka,Maize,Market Operations,Total loss in market operations,2.76,274,1,27
2022,Karnataka,Maize,Total,Overall total loss,4.4,274,1,27
2022,Karnataka,Onion,Farm Operations,Harvesting,2.85,274,1,32
2022,Karnataka,Onion,Farm Operations,Collection,0.51,274,1,32
2022,Karnataka,Onion,Farm Operations,Sorting/Grading,1.29,274,1,32
2022,Karnataka,Onion,Farm Operations,Packaging,0.29,274,1,32
2022,Karnataka,Onion,Farm Operations,Farm level storage,1.37,274,1,32
2022,Karnataka,Onion,Farm Operations,Transport,0.68,274,1,32
2022,Karnataka,Onion,Farm Operations,Total loss in farm operations,7.0,274,1,32
2022,Karnataka,Onion,Market Operations,Godown,0.3,274,1,32
2022,Karnataka,Onion,Market Operations,Wholesalers,0.53,274,1,32
2022,Karnataka,Onion,Market Operations,Retailers,0.59,274,1,32
2022,Karnataka,Onion,Market Operations,Processing unit,0.02,274,1,32
2022,Karnataka,Onion,Market Operations,Transport,0.25,274,1,32
2022,Karnataka,Onion,Market Operations,Total loss in market operations,1.69,274,1,32
2022,Karnataka,Onion,Total,Overall total loss,8.7,274,1,32
2022,Karnataka,Pineapple,Farm Operations,Harvesting,1.19,274,1,37
2022,Karnataka,Pineapple,Farm Operations,Collection,0.04,274,1,37
2022,Karnataka,Pineapple,Farm Operations,Sorting/Grading,0.71,274,1,37
2022,Karnataka,Pineapple,Farm Operations,Packaging,0.04,274,1,37
2022,Karnataka,Pineapple,Farm Operations,Farm level storage,0.04,274,1,37
2022,Karnataka,Pineapple,Farm Operations,Transport,0.02,274,1,37
2022,Karnataka,Pineapple,Farm Operations,Total loss in farm operations,2.04,274,1,37
2022,Karnataka,Pineapple,Market Operations,Godown,0.03,274,1,37
2022,Karnataka,Pineapple,Market Operations,Wholesalers,0.63,274,1,37
2022,Karnataka,Pineapple,Market Operations,Retailers,0.45,274,1,37
2022,Karnataka,Pineapple,Market Operations,Processing unit,0.11,274,1,37
2022,Karnataka,Pineapple,Market Operations,Transport,0.47,274,1,37
2022,Karnataka,Pineapple,Market Operations,Total loss in market operations,1.69,274,1,37
2022,Karnataka,Pineapple,Total,Overall total loss,3.73,274,1,37
2022,Karnataka,Safflower,Farm Operations,Harvesting,1.04,274,1,42
2022,Karnataka,Safflower,Farm Operations,Collection,0.41,274,1,42
2022,Karnataka,Safflower,Farm Operations,Threshing,0.49,274,1,42
2022,Karnataka,Safflower,Farm Operations,Drying,0.14,274,1,42
2022,Karnataka,Safflower,Farm Operations,Packaging,0.17,274,1,42
2022,Karnataka,Safflower,Farm Operations,Farm level storage,0.01,274,1,42
2022,Karnataka,Safflower,Farm Operations,Transport,0.15,274,1,42
2022,Karnataka,Safflower,Farm Operations,Total loss in farm operations,2.68,274,1,42
2022,Karnataka,Safflower,Market Operations,Godown,0.02,274,1,42
2022,Karnataka,Safflower,Market Operations,Wholesalers,0.15,274,1,42
2022,Karnataka,Safflower,Market Operations,Retailers,0.04,274,1,42
2022,Karnataka,Safflower,Market Operations,Processing unit,0.08,274,1,42
2022,Karnataka,Safflower,Market Operations,Transport,0.13,274,1,42
2022,Karnataka,Safflower,Market Operations,Total loss in market operations,0.42,274,1,42
2022,Karnataka,Safflower,Total,Overall total loss,3.1,274,1,42
2022,Karnataka,Soybean,Farm Operations,Harvesting,2.39,274,1,47
2022,Karnataka,Soybean,Farm Operations,Collection,0.88,274,1,47
2022,Karnataka,Soybean,Farm Operations,Threshing,0.89,274,1,47
2022,Karnataka,Soybean,Farm Operations,Drying,0.13,274,1,47
2022,Karnataka,Soybean,Farm Operations,Packaging,0.24,274,1,47
2022,Karnataka,Soybean,Farm Operations,Farm level storage,0.87,274,1,47
2022,Karnataka,Soybean,Farm Operations,Transport,0.16,274,1,47
2022,Karnataka,Soybean,Farm Operations,Total loss in farm operations,5.91,274,1,47
2022,Karnataka,Soybean,Market Operations,Godown,0.21,274,1,47
2022,Karnataka,Soybean,Market Operations,Wholesalers,0.01,274,1,47
2022,Karnataka,Soybean,Market Operations,Retailers,0.22,274,1,47
2022,Karnataka,Soybean,Market Operations,Processing unit,0.11,274,1,47
2022,Karnataka,Soybean,Market Operations,Transport,0.16,274,1,47
2022,Karnataka,Soybean,Market Operations,Total loss in market operations,0.72,274,1,47
2022,Karnataka,Soybean,Total,Overall total loss,6.63,274,1,47
2022,Karnataka,Sunflower,Farm Operations,Harvesting,0.85,275,1,5
2022,Karnataka,Sunflower,Farm Operations,Collection,0.35,275,1,5
2022,Karnataka,Sunflower,Farm Operations,Threshing,1.41,275,1,5
2022,Karnataka,Sunflower,Farm Operations,Drying,0.09,275,1,5
2022,Karnataka,Sunflower,Farm Operations,Packaging,0.13,275,1,5
2022,Karnataka,Sunflower,Farm Operations,Farm level storage,0.04,275,1,5
2022,Karnataka,Sunflower,Farm Operations,Transport,0.1,275,1,5
2022,Karnataka,Sunflower,Farm Operations,Total loss in farm operations,3.16,275,1,5
2022,Karnataka,Sunflower,Market Operations,Godown,0.02,275,1,5
2022,Karnataka,Sunflower,Market Operations,Wholesalers,0.17,275,1,5
2022,Karnataka,Sunflower,Market Operations,Retailers,0.03,275,1,5
2022,Karnataka,Sunflower,Market Operations,Processing unit,0.75,275,1,5
2022,Karnataka,Sunflower,Market Operations,Transport,0.08,275,1,5
2022,Karnataka,Sunflower,Market Operations,Total loss in market operations,1.06,275,1,5
2022,Karnataka,Sunflower,Total,Overall total loss,4.22,275,1,5
2022,Kerala,Areca nut,Farm Operations,Harvesting,1.15,275,2,7
2022,Kerala,Areca nut,Farm Operations,Collection,0.27,275,2,7
2022,Kerala,Areca nut,Farm Operations,Threshing,0.44,275,2,7
2022,Kerala,Areca nut,Farm Operations,Winnowing/Cleaning,0.87,275,2,7
2022,Kerala,Areca nut,Farm Operations,Drying,0.13,275,2,7
2022,Kerala,Areca nut,Farm Operations,Packaging,0.12,275,2,7
2022,Kerala,Areca nut,Farm Operations,Farm level storage,0.19,275,2,7
2022,Kerala,Areca nut,Farm Operations,Transport,0.25,275,2,7
2022,Kerala,Areca nut,Farm Operations,Total loss in farm operations,3.41,275,2,7
2022,Kerala,Areca nut,Market Operations,Wholesalers,0.42,275,2,7
2022,Kerala,Areca nut,Market Operations,Retailers,0.01,275,2,7
2022,Kerala,Areca nut,Market Operations,Processing unit,0.16,275,2,7
2022,Kerala,Areca nut,Market Operations,Total loss in market operations,0.6,275,2,7
2022,Kerala,Areca nut,Total,Overall total loss,4.01,275,2,7
2022,Kerala,Cashew,Farm Operations,Harvesting,0.51,275,2,11
2022,Kerala,Cashew,Farm Operations,Collection,0.2,275,2,11
2022,Kerala,Cashew,Farm Operations,Threshing,0.21,275,2,11
2022,Kerala,Cashew,Farm Operations,Winnowing/Cleaning,0.03,275,2,11
2022,Kerala,Cashew,Farm Operations,Drying,0.06,275,2,11
2022,Kerala,Cashew,Farm Operations,Packaging,0.03,275,2,11
2022,Kerala,Cashew,Farm Operations,Farm level storage,0.02,275,2,11
2022,Kerala,Cashew,Farm Operations,Transport,0.01,275,2,11
2022,Kerala,Cashew,Farm Operations,Total loss in farm operations,1.07,275,2,11
2022,Kerala,Cashew,Market Operations,Godown,0.01,275,2,11
2022,Kerala,Cashew,Market Operations,Wholesalers,0.08,275,2,11
2022,Kerala,Cashew,Market Operations,Retailers,0.07,275,2,11
2022,Kerala,Cashew,Market Operations,Processing unit,0.02,275,2,11
2022,Kerala,Cashew,Market Operations,Transport,0.01,275,2,11
2022,Kerala,Cashew,Market Operations,Total loss in market operations,0.19,275,2,11
2022,Kerala,Egg,Farm Operations,Harvesting,1.71,275,2,17
2022,Kerala,Egg,Farm Operations,Sorting/Grading,1.06,275,2,17
2022,Kerala,Egg,Farm Operations,Packaging,1.06,275,2,17
2022,Kerala,Egg,Farm Operations,Farm level storage,0.02,275,2,17
2022,Kerala,Egg,Farm Operations,Transport,0.3,275,2,17
2022,Kerala,Egg,Farm Operations,Total loss in farm operations,4.15,275,2,17
2022,Kerala,Egg,Market Operations,Godown,0.05,275,2,17
2022,Kerala,Egg,Market Operations,Total loss in market operations,1.38,275,2,17
2022,Kerala,Egg,Total,Overall total loss,5.53,275,2,17
2022,Kerala,Meat,Farm Operations,Harvesting,5.46,275,2,21
2022,Kerala,Meat,Farm Operations,Collection,0.55,275,2,21
2022,Kerala,Meat,Farm Operations,Sorting/Grading,0.36,275,2,21
2022,Kerala,Meat,Farm Operations,Drying,0.16,275,2,21
2022,Kerala,Meat,Farm Operations,Packaging,0.01,275,2,21
2022,Kerala,Meat,Farm Operations,Transport,0.44,275,2,21
2022,Kerala,Meat,Farm Operations,Total loss in farm operations,6.98,275,2,21
2022,Kerala,Meat,Market Operations,Godown,0.24,275,2,21
2022,Kerala,Meat,Market Operations,Wholesalers,0.53,275,2,21
2022,Kerala,Meat,Market Operations,Retailers,0.21,275,2,21
2022,Kerala,Meat,Market Operations,Processing unit,0.3,275,2,21
2022,Kerala,Meat,Market Operations,Transport,0.49,275,2,21
2022,Kerala,Meat,Market Operations,Total loss in market operations,1.77,275,2,21
2022,Kerala,Tapioca,Farm Operations,Harvesting,1.2,275,2,24
2022,Kerala,Tapioca,Farm Operations,Collection,0.26,275,2,24
2022,Kerala,Tapioca,Farm Operations,Sorting/Grading,1.05,275,2,24
2022,Kerala,Tapioca,Farm Operations,Packaging,0.09,275,2,24
2022,Kerala,Tapioca,Farm Operations,Farm level storage,0.27,275,2,24
2022,Kerala,Tapioca,Farm Operations,Transport,0.54,275,2,24
2022,Kerala,Tapioca,Farm Operations,Total loss in farm operations,3.41,275,2,24
2022,Kerala,Tapioca,Market Operations,Wholesalers,0.35,275,2,24
2022,Kerala,Tapioca,Market Operations,Retailers,0.45,275,2,24
2022,Kerala,Tapioca,Market Operations,Processing unit,0.16,275,2,24
2022,Kerala,Tapioca,Market Operations,Transport,0.44,275,2,24
2022,Kerala,Tapioca,Market Operations,Total loss in market operations,1.4,275,2,24
2022,Kerala,Tapioca,Total,Overall total loss,4.8,275,2,24
2022,Madhya Pradesh,Bajra,Farm Operations,Harvesting,1.38,276,1,7
2022,Madhya Pradesh,Bajra,Farm Operations,Collection,0.35,276,1,7
2022,Madhya Pradesh,Bajra,Farm Operations,Threshing,0.9,276,1,7
2022,Madhya Pradesh,Bajra,Farm Operations,Winnowing/Cleaning,0.15,276,1,7
2022,Madhya Pradesh,Bajra,Farm Operations,Drying,0.21,276,1,7
2022,Madhya Pradesh,Bajra,Farm Operations,Packaging,0.26,276,1,7
2022,Madhya Pradesh,Bajra,Farm Operations,Farm level storage,0.36,276,1,7
2022,Madhya Pradesh,Bajra,Farm Operations,Transport,0.19,276,1,7
2022,Madhya Pradesh,Bajra,Farm Operations,Total loss in farm operations,3.8,276,1,7
2022,Madhya Pradesh,Bajra,Market Operations,Godown,0.11,276,1,7
2022,Madhya Pradesh,Bajra,Market Operations,Retailers,0.12,276,1,7
2022,Madhya Pradesh,Bajra,Market Operations,Processing unit,0.14,276,1,7
2022,Madhya Pradesh,Bajra,Market Operations,Transport,0.36,276,1,7
2022,Madhya Pradesh,Bajra,Market Operations,Total loss in market operations,0.73,276,1,7
2022,Madhya Pradesh,Bajra,Total,Overall total loss,4.53,276,1,7
2022,Madhya Pradesh,Bottlegourd,Farm Operations,Harvesting,1.41,276,1,11
2022,Madhya Pradesh,Bottlegourd,Farm Operations,Collection,0.94,276,1,11
2022,Madhya Pradesh,Bottlegourd,Farm Operations,Threshing,1.73,276,1,11
2022,Madhya Pradesh,Bottlegourd,Farm Operations,Winnowing/Cleaning,0.66,276,1,11
2022,Madhya Pradesh,Bottlegourd,Farm Operations,Drying,0.45,276,1,11
2022,Madhya Pradesh,Bottlegourd,Farm Operations,Packaging,0.38,276,1,11
2022,Madhya Pradesh,Bottlegourd,Farm Operations,Farm level storage,0.24,276,1,11
2022,Madhya Pradesh,Bottlegourd,Farm Operations,Transport,0.12,276,1,11
2022,Madhya Pradesh,Bottlegourd,Farm Operations,Total loss in farm operations,5.94,276,1,11
2022,Madhya Pradesh,Bottlegourd,Market Operations,Godown,0.01,276,1,11
2022,Madhya Pradesh,Bottlegourd,Market Operations,Wholesalers,0.27,276,1,11
2022,Madhya Pradesh,Bottlegourd,Market Operations,Retailers,0.23,276,1,11
2022,Madhya Pradesh,Bottlegourd,Market Operations,Processing unit,0.05,276,1,11
2022,Madhya Pradesh,Bottlegourd,Market Operations,Transport,0.24,276,1,11
2022,Madhya Pradesh,Bottlegourd,Market Operations,Total loss in market operations,0.79,276,1,11
2022,Madhya Pradesh,Cauliflower,Farm Operations,Harvesting,1.6,276,1,15
2022,Madhya Pradesh,Cauliflower,Farm Operations,Collection,0.18,276,1,15
2022,Madhya Pradesh,Cauliflower,Farm Operations,Sorting/Grading,2.42,276,1,15
2022,Madhya Pradesh,Cauliflower,Farm Operations,Packaging,0.31,276,1,15
2022,Madhya Pradesh,Cauliflower,Farm Operations,Farm level storage,0.06,276,1,15
2022,Madhya Pradesh,Cauliflower,Farm Operations,Transport,0.74,276,1,15
2022,Madhya Pradesh,Cauliflower,Farm Operations,Total loss in farm operations,5.32,276,1,15
2022,Madhya Pradesh,Cauliflower,Market Operations,Godown,0.01,276,1,15
2022,Madhya Pradesh,Cauliflower,Market Operations,Wholesalers,0.21,276,1,15
2022,Madhya Pradesh,Cauliflower,Market Operations,Retailers,0.26,276,1,15
2022,Madhya Pradesh,Cauliflower,Market Operations,Processing unit,0.01,276,1,15
2022,Madhya Pradesh,Cauliflower,Market Operations,Transport,0.65,276,1,15
2022,Madhya Pradesh,Cauliflower,Market Operations,Total loss in market operations,1.14,276,1,15
2022,Madhya Pradesh,Cauliflower,Total,Overall total loss,6.46,276,1,15
2022,Madhya Pradesh,Chilli,Farm Operations,Harvesting,1.21,276,1,17
2022,Madhya Pradesh,Chilli,Farm Operations,Collection,0.83,276,1,17
2022,Madhya Pradesh,Chilli,Farm Operations,Threshing,1.61,276,1,17
2022,Madhya Pradesh,Chilli,Farm Operations,Winnowing/Cleaning,0.24,276,1,17
2022,Madhya Pradesh,Chilli,Farm Operations,Drying,0.26,276,1,17
2022,Madhya Pradesh,Chilli,Farm Operations,Packaging,0.16,276,1,17
2022,Madhya Pradesh,Chilli,Farm Operations,Farm level storage,0.17,276,1,17
2022,Madhya Pradesh,Chilli,Farm Operations,Transport,0.29,276,1,17
2022,Madhya Pradesh,Chilli,Farm Operations,Total loss in farm operations,4.77,276,1,17
2022,Madhya Pradesh,Chilli,Market Operations,Godown,0.02,276,1,17
2022,Madhya Pradesh,Chilli,Market Operations,Wholesalers,0.31,276,1,17
2022,Madhya Pradesh,Chilli,Market Operations,Retailers,0.13,276,1,17
2022,Madhya Pradesh,Chilli,Market Operations,Processing unit,0.13,276,1,17
2022,Madhya Pradesh,Chilli,Market Operations,Transport,0.49,276,1,17
2022,Madhya Pradesh,Chilli,Market Operations,Total loss in market operations,1.08,276,1,17
2022,Madhya Pradesh,Coriander,Farm Operations,Harvesting,2.07,276,1,21
2022,Madhya Pradesh,Coriander,Farm Operations,Collection,0.86,276,1,21
2022,Madhya Pradesh,Coriander,Farm Operations,Threshing,1.11,276,1,21
2022,Madhya Pradesh,Coriander,Farm Operations,Winnowing/Cleaning,0.51,276,1,21
2022,Madhya Pradesh,Coriander,Farm Operations,Drying,0.08,276,1,21
2022,Madhya Pradesh,Coriander,Farm Operations,Packaging,0.15,276,1,21
2022,Madhya Pradesh,Coriander,Farm Operations,Farm level storage,0.06,276,1,21
2022,Madhya Pradesh,Coriander,Farm Operations,Transport,0.13,276,1,21
2022,Madhya Pradesh,Coriander,Farm Operations,Total loss in farm operations,4.97,276,1,21
2022,Madhya Pradesh,Coriander,Market Operations,Godown,0.02,276,1,21
2022,Madhya Pradesh,Coriander,Market Operations,Wholesalers,0.3,276,1,21
2022,Madhya Pradesh,Coriander,Market Operations,Retailers,0.3,276,1,21
2022,Madhya Pradesh,Coriander,Market Operations,Processing unit,0.07,276,1,21
2022,Madhya Pradesh,Coriander,Market Operations,Transport,0.33,276,1,21
2022,Madhya Pradesh,Coriander,Market Operations,Total loss in market operations,1.03,276,1,21
2022,Madhya Pradesh,Coriander,Total,Overall total loss,6.01,276,1,21
2022,Madhya Pradesh,Green Pea,Farm Operations,Harvesting,1.68,276,1,24
2022,Madhya Pradesh,Green Pea,Farm Operations,Collection,0.79,276,1,24
2022,Madhya Pradesh,Green Pea,Farm Operations,Sorting/Grading,1.43,276,1,24
2022,Madhya Pradesh,Green Pea,Farm Operations,Packaging,0.08,276,1,24
2022,Madhya Pradesh,Green Pea,Farm Operations,Farm level storage,0.005,276,1,24
2022,Madhya Pradesh,Green Pea,Farm Operations,Transport,0.62,276,1,24
2022,Madhya Pradesh,Green Pea,Farm Operations,Total loss in farm operations,4.6,276,1,24
2022,Madhya Pradesh,Green Pea,Market Operations,Wholesalers,0.57,276,1,24
2022,Madhya Pradesh,Green Pea,Market Operations,Retailers,0.66,276,1,24
2022,Madhya Pradesh,Green Pea,Market Operations,Processing unit,0.06,276,1,24
2022,Madhya Pradesh,Green Pea,Market Operations,Transport,0.38,276,1,24
2022,Madhya Pradesh,Green Pea,Market Operations,Total loss in market operations,1.67,276,1,24
2022,Madhya Pradesh,Green Pea,Total,Overall total loss,6.27,276,1,24
2022,Madhya Pradesh,Guava,Farm Operations,Harvesting,1.99,276,1,26
2022,Madhya Pradesh,Guava,Farm Operations,Collection,0.65,276,1,26
2022,Madhya Pradesh,Guava,Farm Operations,Threshing,1.43,276,1,26
2022,Madhya Pradesh,Guava,Farm Operations,Winnowing/Cleaning,0.43,276,1,26
2022,Madhya Pradesh,Guava,Farm Operations,Drying,0.14,276,1,26
2022,Madhya Pradesh,Guava,Farm Operations,Packaging,0.15,276,1,26
2022,Madhya Pradesh,Guava,Farm Operations,Farm level storage,0.09,276,1,26
2022,Madhya Pradesh,Guava,Farm Operations,Transport,0.14,276,1,26
2022,Madhya Pradesh,Guava,Farm Operations,Total loss in farm operations,5.0,276,1,26
2022,Madhya Pradesh,Guava,Market Operations,Godown,0.07,276,1,26
2022,Madhya Pradesh,Guava,Market Operations,Wholesalers,0.35,276,1,26
2022,Madhya Pradesh,Guava,Market Operations,Retailers,0.07,276,1,26
2022,Madhya Pradesh,Guava,Market Operations,Processing unit,0.41,276,1,26
2022,Madhya Pradesh,Guava,Market Operations,Transport,0.2,276,1,26
2022,Madhya Pradesh,Guava,Market Operations,Total loss in market operations,1.11,276,1,26
2022,Madhya Pradesh,Milk,Farm Operations,Harvesting,1.0,276,1,29
2022,Madhya Pradesh,Milk,Farm Operations,Collection,0.09,276,1,29
2022,Madhya Pradesh,Milk,Farm Operations,Threshing,1.82,276,1,29
2022,Madhya Pradesh,Milk,Farm Operations,Winnowing/Cleaning,0.04,276,1,29
2022,Madhya Pradesh,Milk,Farm Operations,Drying,0.01,276,1,29
2022,Madhya Pradesh,Milk,Farm Operations,Packaging,0.04,276,1,29
2022,Madhya Pradesh,Milk,Farm Operations,Farm level storage,0.07,276,1,29
2022,Madhya Pradesh,Milk,Farm Operations,Transport,0.09,276,1,29
