State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Haryana,AMBALA,1997,Kharif,Bajra,1000.00,1000.00
Haryana,AMBALA,1997,Kharif,Maize,8000.00,15000.00
Haryana,AMBALA,1997,Kharif,Other Kharif pulses,1000.00,600.00
Haryana,AMBALA,1997,Kharif,Rice,65000.00,182000.00
Haryana,AMBALA,1997,Rabi,Other  Rabi pulses,25000.00,18000.00
Haryana,AMBALA,1997,Rabi,Wheat,72000.00,226000.00
Haryana,AMBALA,1997,Whole Year,Sugarcane,12000.00,580000.00
Haryana,AMBALA,1998,Kharif,Arhar/Tur,130.00,200.00
Haryana,AMBALA,1998,Kharif,Bajra,370.00,
Haryana,AMBALA,1998,Kharif,Cotton(lint),25.00,
Haryana,AMBALA,1998,Kharif,Groundnut,17.00,
Haryana,AMBALA,1998,Kharif,Jowar,1.00,
Haryana,AMBALA,1998,Kharif,Maize,5610.00,11000.00
Haryana,AMBALA,1998,Kharif,Moth,1.00,
Haryana,AMBALA,1998,Kharif,Rice,71365.00,186000.00
Haryana,AMBALA,1998,Kharif,Sesamum,6.00,
Haryana,AMBALA,1998,Kharif,Urad,434.00,100.00
Haryana,AMBALA,1998,Rabi,Barley,104.00,
Haryana,AMBALA,1998,Rabi,Gram,108.00,
Haryana,AMBALA,1998,Rabi,Masoor,2675.00,1900.00
Haryana,AMBALA,1998,Rabi,Peas & beans (Pulses),59.00,100.00
Haryana,AMBALA,1998,Rabi,Rapeseed &Mustard,778.00,1000.00
Haryana,AMBALA,1998,Rabi,Sunflower,3321.00,4100.00
Haryana,AMBALA,1998,Rabi,Wheat,74688.00,284000.00
Haryana,AMBALA,1998,Whole Year,Dry chillies,116.00,100.00
Haryana,AMBALA,1998,Whole Year,Onion,898.00,12100.00
Haryana,AMBALA,1998,Whole Year,Potato,2567.00,40200.00
Haryana,AMBALA,1998,Whole Year,Sugarcane,14296.00,700000.00
Haryana,AMBALA,1999,Kharif,Arhar/Tur,110.00,100.00
Haryana,AMBALA,1999,Kharif,Bajra,371.00,.00
Haryana,AMBALA,1999,Kharif,Cotton(lint),25.00,.00
Haryana,AMBALA,1999,Kharif,Groundnut,6.00,.00
Haryana,AMBALA,1999,Kharif,Jowar,1.00,.00
Haryana,AMBALA,1999,Kharif,Maize,5608.00,14000.00
Haryana,AMBALA,1999,Kharif,Rice,72185.00,206000.00
Haryana,AMBALA,1999,Kharif,Sesamum,7.00,.00
Haryana,AMBALA,1999,Rabi,Barley,67.00,.00
Haryana,AMBALA,1999,Rabi,Gram,67.00,.00
Haryana,AMBALA,1999,Rabi,Masoor,1884.00,1400.00
Haryana,AMBALA,1999,Rabi,Peas & beans (Pulses),36.00,.00
Haryana,AMBALA,1999,Rabi,Rapeseed &Mustard,1588.00,2000.00
Haryana,AMBALA,1999,Rabi,Sunflower,1118.00,1400.00
Haryana,AMBALA,1999,Rabi,Wheat,78420.00,325000.00
Haryana,AMBALA,1999,Whole Year,Dry chillies,216.00,200.00
Haryana,AMBALA,1999,Whole Year,Onion,680.00,9800.00
Haryana,AMBALA,1999,Whole Year,Potato,2556.00,40200.00
Haryana,AMBALA,1999,Whole Year,Sugarcane,15007.00,900000.00
Haryana,AMBALA,2000,Kharif,Arhar/Tur,257.00,300.00
Haryana,AMBALA,2000,Kharif,Bajra,473.00,.00
Haryana,AMBALA,2000,Kharif,Cotton(lint),25.00,.00
Haryana,AMBALA,2000,Kharif,Groundnut,3.00,.00
Haryana,AMBALA,2000,Kharif,Maize,4369.00,10000.00
Haryana,AMBALA,2000,Kharif,Rice,71840.00,217000.00
Haryana,AMBALA,2000,Kharif,Sesamum,9.00,.00
Haryana,AMBALA,2000,Kharif,Urad,411.00,100.00
Haryana,AMBALA,2000,Rabi,Barley,77.00,.00
Haryana,AMBALA,2000,Rabi,Gram,78.00,.00
Haryana,AMBALA,2000,Rabi,Masoor,1811.00,1300.00
Haryana,AMBALA,2000,Rabi,Peas & beans (Pulses),61.00,100.00
Haryana,AMBALA,2000,Rabi,Rapeseed &Mustard,1402.00,1000.00
Haryana,AMBALA,2000,Rabi,Sunflower,442.00,600.00
Haryana,AMBALA,2000,Rabi,Wheat,79060.00,275000.00
Haryana,AMBALA,2000,Whole Year,Dry chillies,325.00,400.00
Haryana,AMBALA,2000,Whole Year,Garlic,6.00,.00
Haryana,AMBALA,2000,Whole Year,Onion,1048.00,14200.00
Haryana,AMBALA,2000,Whole Year,Potato,1882.00,29600.00
Haryana,AMBALA,2000,Whole Year,Sugarcane,15726.00,920000.00
Haryana,AMBALA,2000,Whole Year,Turmeric,5.00,.00
Haryana,AMBALA,2001,Kharif,Arhar/Tur,294.00,400.00
Haryana,AMBALA,2001,Kharif,Bajra,156.00,.00
Haryana,AMBALA,2001,Kharif,Cotton(lint),24.00,
Haryana,AMBALA,2001,Kharif,Groundnut,1.00,.00
Haryana,AMBALA,2001,Kharif,Maize,3762.00,11000.00
Haryana,AMBALA,2001,Kharif,Moong(Green Gram),1.00,.00
Haryana,AMBALA,2001,Kharif,Moth,1.00,.00
Haryana,AMBALA,2001,Kharif,Rice,74881.00,233000.00
Haryana,AMBALA,2001,Kharif,Sesamum,1.00,.00
Haryana,AMBALA,2001,Kharif,Urad,616.00,100.00
Haryana,AMBALA,2001,Rabi,Barley,54.00,.00
Haryana,AMBALA,2001,Rabi,Gram,113.00,.00
Haryana,AMBALA,2001,Rabi,Masoor,1777.00,1300.00
Haryana,AMBALA,2001,Rabi,Peas & beans (Pulses),55.00,100.00
Haryana,AMBALA,2001,Rabi,Rapeseed &Mustard,965.00,1000.00
Haryana,AMBALA,2001,Rabi,Wheat,80042.00,301000.00
Haryana,AMBALA,2001,Whole Year,Dry chillies,189.00,200.00
Haryana,AMBALA,2001,Whole Year,Onion,1571.00,11800.00
Haryana,AMBALA,2001,Whole Year,Potato,1698.00,37500.00
Haryana,AMBALA,2001,Whole Year,Sugarcane,17294.00,990000.00
Haryana,AMBALA,2001,Whole Year,Sweet potato,2.00,.00
Haryana,AMBALA,2002,Kharif,Arhar/Tur,137.00,200.00
Haryana,AMBALA,2002,Kharif,Bajra,279.00,.00
Haryana,AMBALA,2002,Kharif,Cotton(lint),16.00,.00
Haryana,AMBALA,2002,Kharif,Groundnut,9.00,.00
Haryana,AMBALA,2002,Kharif,Horse-gram,1.00,.00
Haryana,AMBALA,2002,Kharif,Maize,2714.00,5000.00
Haryana,AMBALA,2002,Kharif,Rice,61465.00,183000.00
Haryana,AMBALA,2002,Kharif,Sesamum,8.00,.00
Haryana,AMBALA,2002,Kharif,Urad,1366.00,200.00
Haryana,AMBALA,2002,Rabi,Barley,39.00,.00
Haryana,AMBALA,2002,Rabi,Gram,130.00,.00
Haryana,AMBALA,2002,Rabi,Masoor,1863.00,1400.00
Haryana,AMBALA,2002,Rabi,Peas & beans (Pulses),13.00,.00
Haryana,AMBALA,2002,Rabi,Rapeseed &Mustard,1760.00,2000.00
Haryana,AMBALA,2002,Rabi,Sunflower,70.00,100.00
Haryana,AMBALA,2002,Rabi,Wheat,80637.00,287000.00
Haryana,AMBALA,2002,Whole Year,Onion,85.00,2300.00
Haryana,AMBALA,2002,Whole Year,Other Fresh Fruits,113.00,1500.00
Haryana,AMBALA,2002,Whole Year,Other Vegetables,1806.00,15300.00
Haryana,AMBALA,2002,Whole Year,Potato,2300.00,62400.00
Haryana,AMBALA,2002,Whole Year,Sugarcane,17437.00,1060000.00
Haryana,AMBALA,2003,Kharif,Arhar/Tur,31.00,.00
Haryana,AMBALA,2003,Kharif,Bajra,300.00,
Haryana,AMBALA,2003,Kharif,Cotton(lint),16.00,.00
Haryana,AMBALA,2003,Kharif,Groundnut,12.00,.00
Haryana,AMBALA,2003,Kharif,Maize,3084.00,7000.00
Haryana,AMBALA,2003,Kharif,Rice,73240.00,227000.00
Haryana,AMBALA,2003,Kharif,Sesamum,4.00,.00
Haryana,AMBALA,2003,Kharif,Urad,770.00,200.00
Haryana,AMBALA,2003,Rabi,Barley,40.00,.00
Haryana,AMBALA,2003,Rabi,Gram,54.00,.00
Haryana,AMBALA,2003,Rabi,Masoor,1834.00,1300.00
Haryana,AMBALA,2003,Rabi,other oilseeds,11.00,
Haryana,AMBALA,2003,Rabi,Peas & beans (Pulses),139.00,100.00
Haryana,AMBALA,2003,Rabi,Rapeseed &Mustard,1198.00,1000.00
Haryana,AMBALA,2003,Rabi,Sunflower,1483.00,2500.00
Haryana,AMBALA,2003,Rabi,Wheat,83658.00,273000.00
Haryana,AMBALA,2003,Whole Year,Dry chillies,208.00,200.00
Haryana,AMBALA,2003,Whole Year,Onion,1478.00,39900.00
Haryana,AMBALA,2003,Whole Year,Other Fresh Fruits,194.00,4900.00
Haryana,AMBALA,2003,Whole Year,Other Vegetables,1595.00,13800.00
Haryana,AMBALA,2003,Whole Year,Potato,1221.00,33000.00
Haryana,AMBALA,2003,Whole Year,Sugarcane,14517.00,890000.00
Haryana,AMBALA,2004,Kharif,Arhar/Tur,43.00,100.00
Haryana,AMBALA,2004,Kharif,Bajra,338.00,
Haryana,AMBALA,2004,Kharif,Cotton(lint),12.00,
Haryana,AMBALA,2004,Kharif,Groundnut,7.00,
Haryana,AMBALA,2004,Kharif,Horse-gram,2.00,
Haryana,AMBALA,2004,Kharif,Maize,3014.00,7000.00
Haryana,AMBALA,2004,Kharif,Moong(Green Gram),2.00,
Haryana,AMBALA,2004,Kharif,Moth,1.00,
Haryana,AMBALA,2004,Kharif,Rice,73580.00,233000.00
Haryana,AMBALA,2004,Kharif,Sesamum,6.00,
Haryana,AMBALA,2004,Kharif,Urad,870.00,200.00
Haryana,AMBALA,2004,Rabi,Barley,27.00,
Haryana,AMBALA,2004,Rabi,Gram,127.00,
Haryana,AMBALA,2004,Rabi,Masoor,1706.00,1200.00
Haryana,AMBALA,2004,Rabi,Peas & beans (Pulses),39.00,
Haryana,AMBALA,2004,Rabi,Rapeseed &Mustard,1508.00,2000.00
Haryana,AMBALA,2004,Rabi,Sunflower,2217.00,3700.00
Haryana,AMBALA,2004,Rabi,Wheat,82322.00,267000.00
Haryana,AMBALA,2004,Whole Year,Dry chillies,190.00,1600.00
Haryana,AMBALA,2004,Whole Year,Garlic,18.00,200.00
Haryana,AMBALA,2004,Whole Year,Onion,915.00,24700.00
Haryana,AMBALA,2004,Whole Year,Potato,2019.00,54500.00
Haryana,AMBALA,2004,Whole Year,Sugarcane,12669.00,820000.00
Haryana,AMBALA,2005,Kharif,Arhar/Tur,21.00,
Haryana,AMBALA,2005,Kharif,Bajra,272.00,
Haryana,AMBALA,2005,Kharif,Cotton(lint),3.00,
Haryana,AMBALA,2005,Kharif,Groundnut,4.00,
Haryana,AMBALA,2005,Kharif,Horse-gram,2.00,
Haryana,AMBALA,2005,Kharif,Maize,2719.00,6000.00
Haryana,AMBALA,2005,Kharif,Moong(Green Gram),2.00,
Haryana,AMBALA,2005,Kharif,Rice,76540.00,254000.00
Haryana,AMBALA,2005,Kharif,Sesamum,4.00,
Haryana,AMBALA,2005,Kharif,Urad,684.00,200.00
Haryana,AMBALA,2005,Rabi,Barley,13.00,
Haryana,AMBALA,2005,Rabi,Gram,125.00,
Haryana,AMBALA,2005,Rabi,Masoor,1400.00,900.00
Haryana,AMBALA,2005,Rabi,Peas & beans (Pulses),27.00,
Haryana,AMBALA,2005,Rabi,Rapeseed &Mustard,2237.00,2000.00
Haryana,AMBALA,2005,Rabi,Sunflower,5358.00,9000.00
Haryana,AMBALA,2005,Rabi,Wheat,83017.00,314000.00
Haryana,AMBALA,2005,Whole Year,Dry chillies,254.00,200.00
Haryana,AMBALA,2005,Whole Year,Onion,1137.00,30700.00
Haryana,AMBALA,2005,Whole Year,Potato,2654.00,71600.00
Haryana,AMBALA,2005,Whole Year,Sugarcane,13214.00,850000.00
Haryana,AMBALA,2006,Kharif,Arhar/Tur,28.00,
Haryana,AMBALA,2006,Kharif,Bajra,270.00,
Haryana,AMBALA,2006,Kharif,Cotton(lint),8.00,
Haryana,AMBALA,2006,Kharif,Groundnut,5.00,
Haryana,AMBALA,2006,Kharif,Horse-gram,6.00,
Haryana,AMBALA,2006,Kharif,Maize,2500.00,7000.00
Haryana,AMBALA,2006,Kharif,Rice,75737.00,261000.00
Haryana,AMBALA,2006,Kharif,Sesamum,1.00,
Haryana,AMBALA,2006,Kharif,Urad,875.00,300.00
Haryana,AMBALA,2006,Rabi,Barley,12.00,
Haryana,AMBALA,2006,Rabi,Gram,109.00,
Haryana,AMBALA,2006,Rabi,Masoor,1195.00,800.00
Haryana,AMBALA,2006,Rabi,Rapeseed &Mustard,1909.00,3000.00
Haryana,AMBALA,2006,Rabi,Sunflower,1602.00,2700.00
Haryana,AMBALA,2006,Rabi,Wheat,81679.00,312000.00
Haryana,AMBALA,2006,Whole Year,Dry chillies,186.00,100.00
Haryana,AMBALA,2006,Whole Year,Garlic,16.00,100.00
Haryana,AMBALA,2006,Whole Year,Onion,829.00,13400.00
Haryana,AMBALA,2006,Whole Year,Potato,2690.00,72600.00
Haryana,AMBALA,2006,Whole Year,Sannhamp,2.00,
Haryana,AMBALA,2006,Whole Year,Sugarcane,14345.00,910000.00
Haryana,AMBALA,2007,Kharif,Arhar/Tur,14.00,
Haryana,AMBALA,2007,Kharif,Bajra,334.00,
Haryana,AMBALA,2007,Kharif,Groundnut,9.00,
Haryana,AMBALA,2007,Kharif,Horse-gram,4.00,
Haryana,AMBALA,2007,Kharif,Maize,2574.00,8000.00
Haryana,AMBALA,2007,Kharif,Rice,75164.00,277000.00
Haryana,AMBALA,2007,Kharif,Sesamum,8.00,
Haryana,AMBALA,2007,Kharif,Urad,1117.00,300.00
Haryana,AMBALA,2007,Rabi,Barley,16.00,
Haryana,AMBALA,2007,Rabi,Gram,77.00,
Haryana,AMBALA,2007,Rabi,Masoor,1077.00,700.00
Haryana,AMBALA,2007,Rabi,Peas & beans (Pulses),11.00,
Haryana,AMBALA,2007,Rabi,Rapeseed &Mustard,877.00,
Haryana,AMBALA,2007,Rabi,Sunflower,1805.00,3600.00
Haryana,AMBALA,2007,Rabi,Wheat,82163.00,327000.00
Haryana,AMBALA,2007,Whole Year,Dry chillies,172.00,1600.00
Haryana,AMBALA,2007,Whole Year,Garlic,12.00,100.00
Haryana,AMBALA,2007,Whole Year,Onion,886.00,13900.00
Haryana,AMBALA,2007,Whole Year,Potato,1947.00,24100.00
Haryana,AMBALA,2007,Whole Year,Sugarcane,15219.00,1030000.00
Haryana,AMBALA,2008,Kharif,Arhar/Tur,7.00,
Haryana,AMBALA,2008,Kharif,Bajra,286.00,
Haryana,AMBALA,2008,Kharif,Cotton(lint),6.00,
Haryana,AMBALA,2008,Kharif,Groundnut,1.00,
Haryana,AMBALA,2008,Kharif,Horse-gram,3.00,
Haryana,AMBALA,2008,Kharif,Maize,2104.00,5600.00
Haryana,AMBALA,2008,Kharif,Moong(Green Gram),2.00,
Haryana,AMBALA,2008,Kharif,Rice,81002.00,267000.00
Haryana,AMBALA,2008,Kharif,Sesamum,2.00,
Haryana,AMBALA,2008,Kharif,Urad,905.00,300.00
Haryana,AMBALA,2008,Rabi,Barley,9.00,
Haryana,AMBALA,2008,Rabi,Gram,83.00,
Haryana,AMBALA,2008,Rabi,Masoor,1062.00,600.00
Haryana,AMBALA,2008,Rabi,Peas & beans (Pulses),9.00,
Haryana,AMBALA,2008,Rabi,Rapeseed &Mustard,1030.00,1000.00
Haryana,AMBALA,2008,Rabi,Sunflower,1153.00,2000.00
Haryana,AMBALA,2008,Rabi,Wheat,83629.00,309000.00
Haryana,AMBALA,2008,Whole Year,Coriander,14.00,
Haryana,AMBALA,2008,Whole Year,Dry chillies,164.00,1100.00
Haryana,AMBALA,2008,Whole Year,Garlic,12.00,
Haryana,AMBALA,2008,Whole Year,Onion,877.00,1300.00
Haryana,AMBALA,2008,Whole Year,Potato,2150.00,23000.00
Haryana,AMBALA,2008,Whole Year,Sugarcane,11101.00,616000.00
Haryana,AMBALA,2008,Whole Year,Turmeric,3.00,
Haryana,AMBALA,2009,Kharif,Arhar/Tur,2.00,
Haryana,AMBALA,2009,Kharif,Bajra,402.00,
Haryana,AMBALA,2009,Kharif,Cotton(lint),2.00,
Haryana,AMBALA,2009,Kharif,Groundnut,1.00,
Haryana,AMBALA,2009,Kharif,Horse-gram,7.00,
Haryana,AMBALA,2009,Kharif,Maize,1971.00,5000.00
Haryana,AMBALA,2009,Kharif,Rice,82283.00,306000.00
Haryana,AMBALA,2009,Kharif,Urad,1101.00,300.00
Haryana,AMBALA,2009,Rabi,Barley,9.00,
Haryana,AMBALA,2009,Rabi,Gram,23.00,
Haryana,AMBALA,2009,Rabi,Masoor,857.00,700.00
Haryana,AMBALA,2009,Rabi,Peas & beans (Pulses),1.00,
Haryana,AMBALA,2009,Rabi,Sunflower,414.00,700.00
Haryana,AMBALA,2009,Rabi,Wheat,86872.00,346000.00
Haryana,AMBALA,2009,Whole Year,Dry chillies,123.00,
Haryana,AMBALA,2009,Whole Year,Garlic,13.00,100.00
Haryana,AMBALA,2009,Whole Year,Onion,78.00,1500.00
Haryana,AMBALA,2009,Whole Year,Potato,1698.00,26600.00
Haryana,AMBALA,2009,Whole Year,Sugarcane,9639.00,714000.00
Haryana,AMBALA,2010,Kharif,Arhar/Tur,3.00,
Haryana,AMBALA,2010,Kharif,Bajra,379.00,
Haryana,AMBALA,2010,Kharif,Horse-gram,4.00,
Haryana,AMBALA,2010,Kharif,Maize,1511.00,2000.00
Haryana,AMBALA,2010,Kharif,Moong(Green Gram),4.00,
Haryana,AMBALA,2010,Kharif,Rice,81869.00,282000.00
Haryana,AMBALA,2010,Kharif,Soyabean,2.00,
Haryana,AMBALA,2010,Kharif,Sunflower,414.00,700.00
Haryana,AMBALA,2010,Kharif,Urad,659.00,200.00
Haryana,AMBALA,2010,Rabi,Barley,5.00,
Haryana,AMBALA,2010,Rabi,Gram,64.00,
Haryana,AMBALA,2010,Rabi,Masoor,814.00,700.00
Haryana,AMBALA,2010,Rabi,Rapeseed &Mustard,1190.00,4000.00
Haryana,AMBALA,2010,Rabi,Wheat,86795.00,314000.00
Haryana,AMBALA,2010,Whole Year,Dry chillies,139.00,1100.00
Haryana,AMBALA,2010,Whole Year,Garlic,13.00,
Haryana,AMBALA,2010,Whole Year,Onion,850.00,16800.00
Haryana,AMBALA,2010,Whole Year,Potato,1662.00,33400.00
Haryana,AMBALA,2010,Whole Year,Sugarcane,9608.00,67000.00
Haryana,AMBALA,2010,Whole Year,Turmeric,6.00,
Haryana,AMBALA,2011,Kharif,Bajra,428.00,
Haryana,AMBALA,2011,Kharif,Cotton(lint),2.00,
Haryana,AMBALA,2011,Kharif,Dry ginger,3.00,
Haryana,AMBALA,2011,Kharif,Groundnut,2.00,
Haryana,AMBALA,2011,Kharif,Horse-gram,5.00,
Haryana,AMBALA,2011,Kharif,Maize,1099.00,3000.00
Haryana,AMBALA,2011,Kharif,Rice,82586.00,322000.00
Haryana,AMBALA,2011,Kharif,Sesamum,1.00,
Haryana,AMBALA,2011,Kharif,Sunflower,52.00,100.00
Haryana,AMBALA,2011,Kharif,Urad,759.00,200.00
Haryana,AMBALA,2011,Rabi,Barley,4.00,
Haryana,AMBALA,2011,Rabi,Gram,64.00,
Haryana,AMBALA,2011,Rabi,Masoor,664.00,600.00
Haryana,AMBALA,2011,Rabi,Peas & beans (Pulses),11.00,
Haryana,AMBALA,2011,Rabi,Rapeseed &Mustard,1282.00,1600.00
Haryana,AMBALA,2011,Rabi,Wheat,87061.00,423000.00
Haryana,AMBALA,2011,Whole Year,Garlic,32.00,100.00
Haryana,AMBALA,2011,Whole Year,Potato,1874.00,41300.00
Haryana,AMBALA,2011,Whole Year,Sugarcane,9637.00,72000.00
Haryana,AMBALA,2011,Whole Year,Turmeric,6.00,
Haryana,AMBALA,2012,Kharif,Bajra,485.00,
Haryana,AMBALA,2012,Kharif,Cotton(lint),4.00,
Haryana,AMBALA,2012,Kharif,Dry ginger,3.00,
Haryana,AMBALA,2012,Kharif,Horse-gram,2.00,
Haryana,AMBALA,2012,Kharif,Maize,801.00,3000.00
Haryana,AMBALA,2012,Kharif,Rice,82642.00,343000.00
Haryana,AMBALA,2012,Kharif,Sunflower,46.00,100.00
Haryana,AMBALA,2012,Kharif,Urad,758.00,229.00
Haryana,AMBALA,2012,Rabi,Barley,20.00,
Haryana,AMBALA,2012,Rabi,Gram,44.00,
Haryana,AMBALA,2012,Rabi,Masoor,555.00,506.00
Haryana,AMBALA,2012,Rabi,Peas & beans (Pulses),21.00,25.00
Haryana,AMBALA,2012,Rabi,Rapeseed &Mustard,1406.00,2500.00
Haryana,AMBALA,2012,Rabi,Wheat,87168.00,366000.00
Haryana,AMBALA,2012,Whole Year,Dry chillies,137.00,1300.00
Haryana,AMBALA,2012,Whole Year,Garlic,15.00,100.00
Haryana,AMBALA,2012,Whole Year,Onion,855.00,27100.00
Haryana,AMBALA,2012,Whole Year,Potato,1817.00,43700.00
Haryana,AMBALA,2012,Whole Year,Sugarcane,10110.00,797000.00
Haryana,AMBALA,2012,Whole Year,Turmeric,8.00,7.00
Haryana,BHIWANI,1997,Kharif,Bajra,187000.00,153000.00
Haryana,BHIWANI,1997,Kharif,Jowar,6000.00,2000.00
Haryana,BHIWANI,1997,Kharif,Other Kharif pulses,8800.00,3800.00
Haryana,BHIWANI,1997,Kharif,Rice,1000.00,3000.00
Haryana,BHIWANI,1997,Rabi,Barley,4000.00,10000.00
Haryana,BHIWANI,1997,Rabi,Gram,169000.00,149000.00
Haryana,BHIWANI,1997,Rabi,Wheat,90000.00,321000.00
Haryana,BHIWANI,1997,Whole Year,Cotton(lint),55000.00,85000.00
Haryana,BHIWANI,1997,Whole Year,Sugarcane,1000.00,50000.00
Haryana,BHIWANI,1998,Kharif,Arhar/Tur,1642.00,900.00
Haryana,BHIWANI,1998,Kharif,Bajra,203300.00,132000.00
Haryana,BHIWANI,1998,Kharif,Cotton(lint),54800.00,97000.00
Haryana,BHIWANI,1998,Kharif,Groundnut,2.00,
Haryana,BHIWANI,1998,Kharif,Jowar,4369.00,1000.00
Haryana,BHIWANI,1998,Kharif,Maize,47.00,
Haryana,BHIWANI,1998,Kharif,Moong(Green Gram),5591.00,1000.00
Haryana,BHIWANI,1998,Kharif,Moth,86.00,
Haryana,BHIWANI,1998,Kharif,Rice,7223.00,16000.00
Haryana,BHIWANI,1998,Kharif,Sesamum,149.00,100.00
Haryana,BHIWANI,1998,Kharif,Urad,12.00,
Haryana,BHIWANI,1998,Rabi,Barley,4152.00,11000.00
Haryana,BHIWANI,1998,Rabi,Gram,174000.00,141000.00
Haryana,BHIWANI,1998,Rabi,Masoor,13.00,
Haryana,BHIWANI,1998,Rabi,Peas & beans (Pulses),8.00,
Haryana,BHIWANI,1998,Rabi,Rapeseed &Mustard,115546.00,146000.00
Haryana,BHIWANI,1998,Rabi,Wheat,104200.00,370000.00
Haryana,BHIWANI,1998,Whole Year,Dry chillies,280.00,200.00
Haryana,BHIWANI,1998,Whole Year,Onion,19.00,400.00
Haryana,BHIWANI,1998,Whole Year,Potato,31.00,500.00
Haryana,BHIWANI,1998,Whole Year,Sannhamp,188.00,100.00
Haryana,BHIWANI,1998,Whole Year,Sugarcane,1434.00,100000.00
Haryana,BHIWANI,1999,Kharif,Arhar/Tur,657.00,300.00
Haryana,BHIWANI,1999,Kharif,Bajra,196380.00,153000.00
Haryana,BHIWANI,1999,Kharif,Cotton(lint),50459.00,122000.00
Haryana,BHIWANI,1999,Kharif,Jowar,3445.00,1000.00
Haryana,BHIWANI,1999,Kharif,Maize,33.00,.00
Haryana,BHIWANI,1999,Kharif,Moong(Green Gram),2168.00,300.00
Haryana,BHIWANI,1999,Kharif,Moth,41.00,.00
Haryana,BHIWANI,1999,Kharif,Rice,7317.00,17000.00
Haryana,BHIWANI,1999,Kharif,Sesamum,180.00,.00
Haryana,BHIWANI,1999,Rabi,Barley,4507.00,13000.00
Haryana,BHIWANI,1999,Rabi,Gram,47159.00,23000.00
Haryana,BHIWANI,1999,Rabi,Masoor,13.00,
Haryana,BHIWANI,1999,Rabi,Rapeseed &Mustard,108727.00,128000.00
Haryana,BHIWANI,1999,Rabi,Wheat,140422.00,465000.00
Haryana,BHIWANI,1999,Whole Year,Dry chillies,337.00,300.00
Haryana,BHIWANI,1999,Whole Year,Onion,133.00,1300.00
Haryana,BHIWANI,1999,Whole Year,Potato,6.00,100.00
Haryana,BHIWANI,1999,Whole Year,Sugarcane,837.00,50000.00
Haryana,BHIWANI,2000,Kharif,Arhar/Tur,491.00,200.00
Haryana,BHIWANI,2000,Kharif,Bajra,200556.00,156000.00
Haryana,BHIWANI,2000,Kharif,Cotton(lint),47478.00,109000.00
Haryana,BHIWANI,2000,Kharif,Groundnut,1.00,.00
Haryana,BHIWANI,2000,Kharif,Jowar,2282.00,1000.00
Haryana,BHIWANI,2000,Kharif,Maize,27.00,.00
Haryana,BHIWANI,2000,Kharif,Moong(Green Gram),799.00,100.00
Haryana,BHIWANI,2000,Kharif,Moth,62.00,.00
Haryana,BHIWANI,2000,Kharif,Other Kharif pulses,1.00,.00
Haryana,BHIWANI,2000,Kharif,Rice,8159.00,20000.00
Haryana,BHIWANI,2000,Kharif,Sesamum,168.00,.00
Haryana,BHIWANI,2000,Kharif,Urad,1.00,.00
Haryana,BHIWANI,2000,Rabi,Barley,3811.00,9000.00
Haryana,BHIWANI,2000,Rabi,Gram,93015.00,52000.00
Haryana,BHIWANI,2000,Rabi,Masoor,5.00,.00
Haryana,BHIWANI,2000,Rabi,Rapeseed &Mustard,108920.00,132000.00
Haryana,BHIWANI,2000,Rabi,Wheat,144036.00,474000.00
Haryana,BHIWANI,2000,Whole Year,Dry chillies,312.00,300.00
Haryana,BHIWANI,2000,Whole Year,Garlic,7.00,100.00
Haryana,BHIWANI,2000,Whole Year,Onion,139.00,1600.00
Haryana,BHIWANI,2000,Whole Year,Potato,11.00,200.00
Haryana,BHIWANI,2000,Whole Year,Sannhamp,61.00,100.00
Haryana,BHIWANI,2000,Whole Year,Sugarcane,1069.00,50000.00
Haryana,BHIWANI,2001,Kharif,Arhar/Tur,336.00,200.00
Haryana,BHIWANI,2001,Kharif,Bajra,178681.00,243000.00
Haryana,BHIWANI,2001,Kharif,Cotton(lint),64668.00,80000.00
Haryana,BHIWANI,2001,Kharif,Groundnut,3.00,.00
Haryana,BHIWANI,2001,Kharif,Jowar,2947.00,1000.00
Haryana,BHIWANI,2001,Kharif,Maize,32.00,.00
Haryana,BHIWANI,2001,Kharif,Moong(Green Gram),3105.00,400.00
Haryana,BHIWANI,2001,Kharif,Moth,374.00,100.00
Haryana,BHIWANI,2001,Kharif,Rice,7422.00,21000.00
Haryana,BHIWANI,2001,Kharif,Sesamum,222.00,.00
Haryana,BHIWANI,2001,Kharif,Urad,3.00,.00
Haryana,BHIWANI,2001,Rabi,Barley,4055.00,12000.00
Haryana,BHIWANI,2001,Rabi,Gram,81802.00,69000.00
Haryana,BHIWANI,2001,Rabi,Masoor,11.00,.00
Haryana,BHIWANI,2001,Rabi,Peas & beans (Pulses),9.00,.00
Haryana,BHIWANI,2001,Rabi,Rapeseed &Mustard,133527.00,183000.00
Haryana,BHIWANI,2001,Rabi,Wheat,123367.00,406000.00
Haryana,BHIWANI,2001,Whole Year,Dry chillies,126.00,100.00
Haryana,BHIWANI,2001,Whole Year,Garlic,9.00,100.00
Haryana,BHIWANI,2001,Whole Year,Onion,1.00,.00
Haryana,BHIWANI,2001,Whole Year,Potato,1225.00,23700.00
Haryana,BHIWANI,2001,Whole Year,Sannhamp,84.00,.00
Haryana,BHIWANI,2001,Whole Year,Sugarcane,1553.00,50000.00
Haryana,BHIWANI,2002,Kharif,Arhar/Tur,1800.00,8200.00
